headword,CEFR,freq,len,syl
cancer,B1,4.93,6,2
candle,B1,3.88,6,2
candy,A1,4.29,5,2
cane,B2,3.76,4,1
canned,B1,3.62,6,1
cannonball,B2,2.87,10,3
canon,B2,4.11,5,2
canteen,B1,3.17,7,2
cap,A1,4.51,3,1
capability,B2,4.07,10,5
capable,B1,4.61,7,3
capacity,B1,4.71,8,4
capital,A2,5.01,7,3
capital letter,A2,4.68,14,5
capsule,B1,3.7,7,2
captain,A2,4.89,7,2
caption,B2,3.72,7,2
captive,B2,3.7,7,2
capture,B1,4.42,7,2
capture,B1,4.42,7,2
car,A1,5.45,3,1
car park,A2,4.98,8,2
caravan,B2,3.62,7,3
carbon,B2,4.55,6,2
carbon dioxide,B2,3.74,14,5
carbon footprint,B2,3.48,16,4
carbon monoxide,B2,3.25,15,5
card,A1,5.04,4,1
cardboard,B2,3.66,9,2
cardigan,B2,3.21,8,3
care,A1,5.56,4,1
care,B1,5.56,4,1
career,B1,5.07,6,2
carefree,B2,3.19,8,2
carefully,A1,4.46,9,3
careless,B1,3.6,8,2
carelessly,B1,2.9,10,3
carelessness,B1,2.83,12,3
caring,B2,4.2,6,2
carnival,B2,3.86,8,3
carpet,B1,4.18,6,2
carpool,B2,2.75,7,2
carriage,B1,3.85,8,2
carrot,A2,3.62,6,2
carry,A1,4.89,5,2
carton,B1,3.19,6,2
cartoon,A1,4.08,7,2
carve,B2,3.41,5,1
cascade,B2,3.47,7,2
case,A1,5.55,4,1
cash,A2,4.92,4,1
cashpoint,B1,1.64,9,2
cassette,A2,3.4,8,2
cast,B2,4.79,4,1
cast,B2,4.79,4,1
castle,A2,4.45,6,2
casual,B1,4.23,6,3
casually,B2,3.66,8,4
cat,A1,4.78,3,1
catastrophic,B2,3.58,12,4
catch,A1,4.87,5,1
catch,A1,4.87,5,1
catchy,B2,3.49,6,2
categorization/categorisation,B2,2.16,29,10
categorize/categorise,B1,2.19,21,7
category,B1,4.57,8,4
catering,B2,3.64,8,3
cathedral,B2,3.99,9,3
cattle,B1,4.15,6,2
cause,B2,5.35,5,1
cause,A2,5.35,5,1
caution,B1,3.97,7,2
cautious,B1,3.79,8,2
cave,B1,4.2,4,1
CD,A1,4.36,2,2
CD player,A1,4.3,9,4
CD-ROM,B1,3.66,6,3
cease,B2,4.03,5,1
ceiling,B2,4.18,7,2
celebrate,A1,4.49,9,3
celebration,A1,4.29,11,4
celebrity,B1,4.29,9,4
cell,B1,4.87,4,1
cellar,B2,3.6,6,2
cellist,B2,2.71,7,2
cello,B2,3.29,5,2
cemetery,B2,4.06,8,4
cent,A2,4.83,4,1
center/centre,A2,4.75,13,3
centigrade,B2,2.47,10,3
centimeter/centimetre,A2,2.39,21,5
central,B1,5.12,7,2
central heating,B1,4.13,15,4
century,A2,5.02,7,3
cereal,A2,3.74,6,3
ceremony,B1,4.42,8,4
certain,A2,5.16,7,2
certainly,A2,5.0,9,3
certainty,B1,3.82,9,3
certificate,B2,4.29,11,4
certification,B2,3.97,13,5
certify,B2,3.08,7,3
chain,A2,4.65,5,1
chair,A1,4.69,5,1
chairman,A2,4.8,8,2
challenge,A2,4.88,9,2
challenge,B2,4.88,9,2
challenging,B1,4.27,11,3
champagne,A2,3.9,9,2
champion,B1,4.62,8,3
championship,A2,4.54,12,4
chance,A2,5.26,6,1
chancellor,B2,4.13,10,3
change,A1,5.54,6,1
change,A1,5.54,6,1
channel,B1,4.85,7,2
chaos,B1,4.27,5,2
chaotic,B2,3.67,7,3
chapter,A2,4.65,7,2
character,A1,5.11,9,3
characteristic,B2,3.97,14,5
characteristic,B1,3.97,14,5
characterize/characterise,B1,2.56,25,6
charge,B1,5.02,6,1
charge,B1,5.02,6,1
chariot,B1,3.29,7,3
charity,B1,4.45,7,3
charm,B1,4.12,5,1
charming,B2,4.07,8,2
chart,A2,4.47,5,1
chase,B1,4.44,5,1
chase,B2,4.44,5,1
chat,B1,4.57,4,1
chat,A2,4.57,4,1
chat show,B1,4.54,9,2
cheap,A2,4.71,5,1
cheat,B2,4.06,5,1
check,A1,5.31,5,1
check,A2,5.31,5,1
check-in counter/check-in,B1,4.43,25,3
check-in desk/check-in,B1,4.33,22,2
checkout,B1,3.64,8,2
checkpoint,B2,3.39,10,2
cheek,A2,3.96,5,1
cheeky,B2,3.51,6,2
cheer,A2,4.06,5,1
cheerful,B1,3.6,8,2
cheerfully,B2,2.98,10,3
cheerfulness,B2,2.3,12,3
cheese,A1,4.57,6,1
chef,A2,4.23,4,1
chemical,A2,4.57,8,3
chemical,B1,4.57,8,3
chemist,B1,3.51,7,2
chemistry,B1,4.35,9,3
chemotherapy,B2,3.56,12,5
cheque,A2,3.49,6,1
cherish,B1,3.52,7,2
cherished,B2,3.41,9,2
cherry,B2,4.18,6,2
chess,A2,3.94,5,1
chest,A2,4.52,5,1
chest of drawers,B1,3.39,16,3
chew,B2,3.66,4,1
chewing gum,B1,3.46,11,3
chicken,A1,4.63,7,2
chief,B1,5.11,5,1
chief,B2,5.11,5,1
child,A1,5.3,5,1
childhood,A2,4.51,9,2
childish,B2,3.73,8,2
chili/chilli,A2,3.16,12,1
chimney,B2,3.55,7,2
chimpanzee,A2,2.96,10,3
chin,A2,4.0,4,1
chip,B2,4.31,4,1
chirp,A2,2.79,5,1
chocolate,A1,4.49,9,2
choice,A2,5.08,6,1
choir,B1,3.88,5,2
choke,B1,3.72,5,1
choose,A1,4.91,6,1
chop,B2,3.77,4,1
Christian,B1,4.88,9,2
chronological,B1,3.4,13,5
chuckle,B1,3.52,7,2
chunk,B2,3.64,5,1
church,A1,5.16,6,1
cigarette,A2,4.06,9,3
cinema,A1,4.17,6,3
circle,A1,4.55,6,2
circle,B1,4.55,6,2
circuitry,B2,3.07,9,3
circular,B1,3.96,8,3
circumstance,B2,3.66,12,3
circus,B1,3.98,6,2
citizen,A2,4.39,7,3
citizenship,B1,4.1,11,4
city,A1,5.61,4,2
citywide,B2,2.81,8,3
civil,B1,4.93,5,2
civilization/civilisation,B1,3.28,25,8
claim,B1,4.95,5,1
claim,A2,4.95,5,1
clam,B2,3.22,4,1
clap,B2,3.54,4,1
class,A1,5.36,5,1
classic,A2,4.72,7,2
classic,B2,4.72,7,2
classical,B1,4.26,9,3
classical music,A2,4.24,15,5
classification,B2,4.18,14,5
classify,B1,3.39,8,3
classmate,A1,3.34,9,2
classroom,A1,4.15,9,2
clause,B2,3.99,6,1
clean,A1,4.97,5,1
clean,A1,4.97,5,1
cleaner,A2,3.9,7,2
clear,A2,5.25,5,1
clear,B1,5.25,5,1
clearly,A2,4.92,7,2
clearness,B2,2.21,9,2
clerical,B2,3.35,8,3
clerk,A2,4.0,5,1
clever,A1,4.21,6,2
click,B1,4.82,5,1
click,A2,4.82,5,1
client,B2,4.54,6,2
cliff,B1,4.1,5,1
climate,B1,4.71,7,2
climate change,B2,4.65,14,3
climb,A1,4.22,5,1
climb,A2,4.22,5,1
climber,B1,3.17,7,2
climbing,A2,4.12,8,2
clinic,B1,4.21,6,2
clip,B1,4.26,4,1
clock,A1,4.43,5,1
clog,B2,2.99,4,1
clone,A2,3.68,5,1
close,A1,5.36,5,1
close,A1,5.36,5,1
closed,A1,4.9,6,1
closely,B1,4.53,7,2
closure,B2,4.11,7,2
cloth,A1,4.03,5,1
clothes,A1,4.72,7,1
clothing,B2,4.47,8,2
cloud,A1,4.46,5,1
cloudy,A1,3.55,6,2
clown,A2,3.93,5,1
club,A1,5.2,4,1
clue,A2,4.18,4,1
clumsy,B2,3.44,6,2
coach,A1,4.96,5,1
coach,B2,4.96,5,1
coaching,B2,4.29,8,2
coalition,B2,4.23,9,4
coarse,B2,3.41,6,1
coast,A2,4.87,5,1
coast,B1,4.87,5,1
coastal,B1,4.19,7,2
coastline,B2,3.51,9,2
coat,A1,4.36,4,1
cocktail,B2,3.89,8,2
cocoa,B2,3.64,5,2
coconut,B2,3.88,7,3
cod,B1,3.89,3,1
code,A1,5.08,4,1
coffee,A1,4.86,6,2
coffin,B1,3.8,6,2
coherence,B2,3.09,9,3
coherent,B2,3.63,8,3
coin,A2,4.19,4,1
coincide,B2,3.49,8,3
coincidence,B2,3.96,11,4
coke,A1,4.08,4,1
cola,A2,3.74,4,2
cold,A1,5.02,4,1
cold,A1,5.02,4,1
collapse,B1,4.18,8,2
collapse,B2,4.18,8,2
collar,B1,4.04,6,2
colleague,B2,3.98,9,2
collect,A1,4.37,7,2
collection,A1,4.96,10,3
collector,B2,3.91,9,3
college,A1,5.27,7,2
collocation,B2,2.02,11,4
colon,B2,3.6,5,2
colonial,B2,4.17,8,4
color/colour,A1,4.35,12,3
color/colour,A1,4.35,12,3
colorful/colourful,A2,3.36,18,5
column,A2,4.33,6,2
columnist,B1,3.58,9,3
coma,B2,3.74,4,2
comb,A2,3.52,4,1
comb,B2,3.52,4,1
combination,B1,4.61,11,4
combine,B1,4.13,7,2
come,A1,5.78,4,1
comedian,B1,3.96,8,4
comedy,B1,4.51,6,3
comet,B1,3.64,5,2
comfort,B1,4.41,7,2
comfortable,A2,4.66,11,4
comfortably,B2,3.74,11,4
comic,A2,4.42,5,2
comic,A2,4.42,5,2
comma,B1,3.27,5,2
command,B1,4.7,7,2
commander,B2,4.51,9,3
commemorate,B2,3.49,11,4
comment,B1,4.88,7,2
comment,B2,4.88,7,2
commerce,B2,4.37,8,2
commercial,B1,4.92,10,3
commercial,B2,4.92,10,3
commission,B2,4.91,10,3
commit,B1,4.33,6,2
commitment,A2,4.43,10,3
committee,A2,5.01,9,3
common sense,B1,4.89,12,3
commonly,B1,4.38,8,3
commonwealth,B2,4.34,12,3
communicate,A2,4.2,11,4
communication,A2,4.68,13,5
communicative,B2,2.94,13,5
community,B2,5.34,9,4
commute,B2,3.56,7,2
companion,B1,4.13,9,3
company,A2,5.6,7,3
comparative,A2,3.77,11,4
compare,A2,4.45,7,2
comparison,B1,4.51,10,4
compassion,B2,3.95,10,3
compassionate,B2,3.55,13,4
compatible,B2,3.97,10,4
compensate,B2,3.78,10,3
compensation,B2,4.33,12,4
competence,B2,3.58,10,3
competent,B2,3.92,9,3
competitive,B1,4.57,11,4
competitor,B1,3.81,10,4
compile,B2,3.38,7,2
complain,A2,4.23,8,2
complaint,A2,4.32,9,2
complement,B1,3.77,10,3
complete,A2,5.1,8,2
complete,B1,5.1,8,2
completely,B1,5.0,10,3
completion,B2,4.22,10,3
complex,B1,4.86,7,2
complexion,B2,3.29,10,3
complexity,B2,4.02,10,4
complicate,B1,3.26,10,3
complicated,B1,4.47,11,4
compliment,B1,3.91,10,3
component,B2,4.32,9,3
composer,A2,3.85,8,3
composition,B1,4.33,11,4
compound,B1,4.18,8,2
comprehension,B2,3.57,13,4
comprehensive,B2,4.36,13,4
compress,B2,3.07,8,2
compression,B2,3.82,11,3
compromise,B1,4.15,10,3
compromise,B2,4.15,10,3
compulsory,B2,3.7,10,4
compute,B2,3.41,7,2
computer,A1,4.97,8,3
conceal,B2,3.52,7,2
concede,B2,3.48,7,2
conceit,B2,2.82,7,2
conceivable,B2,3.17,11,4
conceive,B2,3.4,8,2
concentrate,A2,4.07,11,3
concentration,B1,4.27,13,4
concept,B1,4.77,7,2
conception,B2,3.75,10,3
concern,A2,4.66,7,2
concern,B2,4.66,7,2
concerned,B1,4.75,9,2
concerning,B2,4.31,10,3
concert,A1,4.55,7,2
concession,B2,3.57,10,3
conclude,B1,3.9,8,2
conclusion,B1,4.4,10,3
concrete,B2,4.44,8,2
concrete,B2,4.44,8,2
condemn,B2,3.72,7,2
condition,A2,4.86,9,3
conduct,B1,4.52,7,2
conduct,B2,4.52,7,2
conductor,B2,3.8,9,3
cone,B2,3.83,4,1
conference,B2,5.01,10,3
conferencing,B2,2.72,12,3
confess,B2,3.82,7,2
confession,B2,3.88,10,3
confidence,B1,4.65,10,3
confident,A2,4.43,9,3
confidently,B2,3.41,11,4
confirmation,B1,4.08,12,4
conflict,B1,4.64,8,2
confront,B2,3.8,8,2
confuse,A2,3.67,7,2
confused,A2,4.47,8,2
confusing,B1,4.02,9,3
confusion,B1,4.19,9,3
congratulate,B1,3.59,12,4
conjunction,B2,3.93,11,3
connect,B1,4.38,7,2
connection/connexion,B1,2.46,20,6
conquer,B1,3.77,7,2
conquest,B2,3.77,8,2
conscience,B2,3.96,10,2
conscious,B1,4.18,9,2
consciousness,B2,4.13,13,3
consensus,B2,4.1,9,3
consent,B2,4.36,7,2
consequence,A2,4.07,11,3
consequently,B1,3.94,12,4
conservation,B1,4.33,12,4
conservative,B1,4.61,12,4
consider,A2,4.99,8,3
considerable,B1,4.25,12,5
considerably,B2,4.0,12,5
consideration,B1,4.28,13,5
considering,B2,4.64,11,4
considering,B2,4.64,11,4
consist,A2,3.94,7,2
consistent,B2,4.48,10,3
consolation,B2,3.54,11,4
console,B2,4.08,7,2
consonant,B1,3.09,9,3
constant,B2,4.54,8,2
constantly,B1,4.53,10,3
constitute,B1,3.85,10,3
constitution,B1,4.56,12,4
construct,B1,3.98,9,2
construction,B1,4.97,12,3
consult,B2,3.87,7,2
consultant,B2,4.13,10,3
consume,B1,3.88,7,2
consumer,B1,4.56,8,3
consumption,B1,4.35,11,3
contact,A2,4.99,7,2
contact,A2,4.99,7,2
contain,B1,4.5,7,2
container,A2,4.03,9,3
contaminate,B2,2.83,11,4
contemporary,B2,4.49,12,5
contempt,B2,3.74,8,2
content,B2,5.0,7,2
content,B1,5.0,7,2
contest,A1,4.53,7,2
context,A2,4.63,7,2
continent,A2,4.07,9,3
continual,B1,3.35,9,4
continually,B1,3.91,11,5
continue,A2,5.08,8,3
continuous,B1,4.21,10,4
continuously,B1,3.97,12,5
contract,B2,4.94,8,2
contradict,B2,3.35,10,3
contradiction,B2,3.45,13,4
contradictory,B2,3.48,13,5
contrary,B1,4.17,8,3
contrast,A2,4.46,8,2
contribute,B1,4.34,10,3
contribution,B1,4.34,12,4
control,A2,5.4,7,2
control,B1,5.4,7,2
controversial,B1,4.23,13,4
controversy,B2,4.26,11,4
convenience,A2,4.02,11,3
convenient,A2,4.15,10,3
conveniently,B2,3.58,12,4
convention,B2,4.5,10,3
conventional,B2,4.25,12,4
conversation,A1,4.75,12,4
converse,B2,3.48,8,2
conversely,B2,3.53,10,3
conversion,B2,4.24,10,3
convert,B2,4.11,7,2
convey,B1,3.83,6,2
convince,B1,4.26,8,2
convinced,B2,4.4,9,2
cook,A1,4.65,4,1
cook,A1,4.65,4,1
cooker,A2,3.34,6,2
cookie,A1,4.07,6,2
cooking,A2,4.45,7,2
cool,A1,5.15,4,1
cool,B2,5.15,4,1
cooler,A2,3.96,6,2
cooperate,B2,3.79,9,4
cooperation,B2,4.3,11,5
cooperative,B2,3.86,11,5
cop,A1,4.37,3,1
cope,B2,4.04,4,1
copper,B2,4.27,6,2
copy,A1,4.77,4,2
copy,A2,4.77,4,2
copyright,B1,4.24,9,3
coral,B2,3.86,5,2
core,B2,4.73,4,1
corn,A1,4.19,4,1
corner,A1,4.75,6,2
cornerstone,B2,3.39,11,3
cornet,B2,2.81,6,2
corona,B2,3.42,6,3
corporal,B2,3.65,8,3
corporate,B2,4.64,9,3
corporation,B2,4.59,11,4
correct,A1,4.79,7,2
correct,B2,4.79,7,2
correction,B1,3.95,10,3
correctly,A2,4.21,9,3
correctness,B2,3.39,11,3
correspond,B2,3.5,10,3
correspondence,B2,3.85,14,4
correspondent,B2,3.86,13,4
corresponding,B2,4.13,13,4
corridor,B2,3.88,8,3
corrupt,B2,4.14,7,2
corruption,B2,4.35,10,3
cost,A2,5.24,4,1
cost,A2,5.24,4,1
costly,B2,3.93,6,2
costume,B2,4.18,7,2
cottage,B2,4.0,7,2
cotton,B1,4.35,6,2
couch,A1,4.17,5,1
cough,B2,3.95,5,1
cough,B1,3.95,5,1
could,A1,6.06,5,1
council,B1,5.08,7,2
counseling/counselling,B1,3.32,22,5
count,B1,4.83,5,1
count,A2,4.83,5,1
counter,B2,4.56,7,2
counter,B1,4.56,7,2
countless,B1,3.96,9,2
country,A2,5.48,7,2
countryman,B2,2.9,10,3
countryside,A2,3.92,11,3
countrywide,B2,2.73,11,3
county,B1,5.19,6,2
couple,A2,5.19,6,2
courage,B1,4.32,7,2
courageous,B1,3.59,10,3
courgette,B1,2.19,9,2
course,A1,5.44,6,1
court,A2,5.41,5,1
courtesy,B2,4.13,8,3
cousin,A1,4.41,6,2
cover,A1,5.08,5,2
cover,A2,5.08,5,2
cow,A1,4.14,3,1
coward,B2,3.67,6,2
cowardly,B2,3.42,8,3
coziness/cosiness,B2,1.47,17,5
cozy/cosy,B2,3.14,9,2
crab,B2,3.76,4,1
crack,B2,4.41,5,1
crack,B2,4.41,5,1
craft,B1,4.3,5,1
craftsman,B2,3.22,9,2
crash,B1,4.55,5,1
crash,B1,4.55,5,1
crater,B2,3.55,6,2
crazy,A2,5.07,5,2
crease,B2,3.31,6,1
create,A2,5.02,6,2
creation,B2,4.56,8,3
creative,A2,4.6,8,3
creatively,B2,3.1,10,4
creativity,A2,4.01,10,5
creator,B1,4.21,7,3
creature,A2,4.16,8,2
credit,A2,5.0,6,2
credit card,A1,4.72,11,3
creek,B2,4.37,5,1
creepy,B2,4.04,6,2
crew,B2,4.7,4,1
cricket,A2,4.39,7,2
crime,A2,4.89,5,1
criminal,B2,4.75,8,3
criminal,B1,4.75,8,3
cripple,B2,3.22,7,2
crisis,B1,4.62,6,2
crisp,A2,3.7,5,1
critic,B1,3.95,6,2
critical,B1,4.83,8,3
critically,B2,3.88,10,4
criticism,B2,4.49,9,4
criticize/criticise,A2,3.06,19,6
crocodile,B2,3.49,9,3
crop,B1,4.15,4,1
cross,A2,5.0,5,1
cross,A2,5.0,5,1
crossing,B1,4.33,8,2
crossly,B2,1.42,7,2
crossroads,B1,3.48,10,2
crow,B1,3.8,4,1
crowd,A2,4.7,5,1
crowded,A2,3.98,7,2
crown,A2,4.56,5,1
crucial,B2,4.28,7,2
cruel,B1,4.12,5,2
cruelly,B2,2.95,7,2
cruelty,B2,3.76,7,2
cruise,A2,4.22,6,1
cruise,B2,4.22,6,1
crush,B1,4.17,5,1
cry,A1,4.59,3,1
cry,A2,4.59,3,1
crystallize/crystallise,B2,1.8,23,5
cube,B2,3.82,4,1
cubism,B2,2.4,6,3
cucumber,B1,3.41,8,3
cuff,B2,3.51,4,1
culmination,B2,3.26,11,4
cultural,B1,4.75,8,3
culturally,B2,3.64,10,4
culture,A1,5.03,7,2
cup,A1,5.11,3,1
cupboard,A2,3.44,8,2
cure,B1,4.32,4,1
cure,B2,4.32,4,1
curiosity,B1,3.97,9,5
curious,B1,4.45,7,3
curiously,B1,3.2,9,4
curl,B2,3.52,4,1
curly,B1,3.6,5,2
currency,B1,4.37,8,3
current,B1,5.27,7,2
currently,B1,5.08,9,3
curriculum,B1,4.12,10,4
curry,A2,3.96,5,2
curse,A2,4.07,5,1
cursor,B2,3.09,6,2
curtain,B1,3.86,7,2
curve,B1,4.14,5,1
cushion,B1,3.58,7,2
custom,A2,4.43,6,2
customer,A2,4.61,8,3
customs,B1,4.19,7,2
cut,B1,5.24,3,1
cut,A1,5.24,3,1
cute,A1,4.65,4,1
CV,B1,3.61,2,2
cyberaddict,B2,0.0,11,4
cybercafe/cybercafé,B2,0.0,19,6
cybercrime,B2,2.74,10,3
cyberpet,B2,0.0,8,3
cyberschool,B2,0.0,11,3
cyberspace,B2,2.99,10,3
cycle,B1,4.6,5,2
cycle,B1,4.6,5,2
cycling,A2,4.1,7,3
cyclist,B2,3.58,7,3
dad,A1,4.95,3,1
daddy,A1,4.36,5,2
daft,B2,3.44,4,1
daily,A2,5.07,5,2
daily,A2,5.07,5,2
daisy,B1,3.78,5,2
dam,A2,4.17,3,1
damage,B1,4.9,6,2
damage,B1,4.9,6,2
damaged,B1,4.39,7,2
damn,B2,5.09,4,1
damn,B2,5.09,4,1
damn,B2,5.09,4,1
damp,B1,3.62,4,1
dance,A1,4.93,5,1
dance,A1,4.93,5,1
dancer,A2,3.99,6,2
dancing,A1,4.5,7,2
dandelion,B2,2.9,9,4
danger,A2,4.59,6,2
dangerous,A2,4.79,9,3
dangerously,B1,3.47,11,4
dare,B1,4.31,4,1
dark,A1,5.04,4,1
darkness,B1,4.3,8,2
darling,B2,4.09,7,2
darling,B2,4.09,7,2
dash,B2,4.0,4,1
dash,B2,4.0,4,1
data,B2,5.34,4,2
database,B2,4.31,8,3
date,A1,5.22,4,1
date,B1,5.22,4,1
dated,B2,4.29,5,2
dating,B1,4.7,6,2
daughter,A1,5.07,8,2
dawn,B2,4.27,4,1
day,A1,5.95,3,1
daylight,A2,3.84,8,2
daytime,B2,3.66,7,2
daze,B1,2.89,4,1
dazzle,B1,3.02,6,2
de facto,B2,3.57,8,3
dead,A2,5.19,4,1
deadline,B1,4.12,8,2
deadly,B1,4.16,6,2
deaf,B1,3.99,4,1
deal,A2,5.32,4,1
deal,B1,5.32,4,1
dealer,B1,4.19,6,2
dear,A1,4.77,4,1
dear,B2,4.77,4,1
dearly,B2,3.48,6,2
death,A2,5.4,5,1
debate,A2,4.64,6,2
debit,B2,3.62,5,2
debit,B2,3.62,5,2
debit card,B2,3.6,10,3
debris,B1,3.92,6,2
debt,B1,4.69,4,1
decade,B2,4.52,6,2
decay,B2,3.83,5,2
deceive,B2,3.38,7,2
December,A1,5.07,8,3
decent,B2,4.4,6,2
deceptive,B2,3.34,9,3
decide,A2,4.78,6,2
decisive,B2,3.8,8,3
deck,B2,4.41,4,1
declaration,B1,4.1,11,4
declare,B1,4.05,7,2
decline,B1,4.4,7,2
decline,B2,4.4,7,2
decomposition,B2,3.26,13,5
decorate,B2,3.36,8,3
decoration,B2,3.82,10,4
decorative,B2,3.8,10,3
decrease,B1,4.17,8,2
decrease,B1,4.17,8,2
dedicate,B1,3.51,8,3
dedication,B2,3.96,10,4
deduce,B2,2.97,6,2
deduction,B2,3.46,9,3
deed,B1,3.75,4,1
deem,B2,3.34,4,1
deep,B2,5.05,4,1
deep,A2,5.05,4,1
deeply,A2,4.44,6,2
deer,B2,4.12,4,1
defeat,B2,4.51,6,2
defeat,B1,4.51,6,2
defend,B1,4.47,6,2
defender,B1,4.11,8,3
defense/defence,B1,4.37,15,3
deficiency,B1,3.64,10,4
deficit,B2,4.06,7,3
define,B1,4.31,6,2
definite,B1,3.78,8,3
definite article,B1,3.76,16,6
definitely,B1,4.96,10,4
definition,B1,4.58,10,4
deforestation,B2,3.2,13,5
defy,B2,3.42,4,2
degree,A2,4.94,6,2
dehumanize/dehumanise,B2,1.47,21,7
delay,A2,4.4,5,2
delay,B1,4.4,5,2
delegate,B2,3.7,8,3
delete,B1,4.22,6,2
deliberate,B2,3.82,10,4
deliberately,B2,4.02,12,5
delicacy,B2,3.18,8,4
delicate,B1,4.01,8,3
delicately,B2,3.05,10,4
delicious,A1,4.34,9,3
delight,B1,3.97,7,2
delight,B2,3.97,7,2
delighted,B1,4.09,9,3
delightful,B1,3.77,10,3
deliver,B1,4.55,7,3
delivery,B1,4.59,8,4
demand,B1,4.84,6,2
demand,B1,4.84,6,2
demanding,B2,4.13,9,3
democracy,B1,4.51,9,4
democratic,B1,4.73,10,4
demolish,B2,3.18,8,3
demonstrate,B1,4.2,11,3
demonstration,B1,4.06,13,4
denim,B2,3.52,5,2
dense,B2,3.98,5,1
densely,B2,3.42,7,2
dental,B2,4.11,6,2
dentist,A2,3.86,7,2
deny,B1,4.34,4,2
depart,B1,3.67,6,2
department,B1,5.23,10,3
department store,A2,4.81,16,4
departure,B1,4.22,9,3
depend,A2,4.2,6,2
dependable,B2,3.25,10,4
dependent,B1,4.28,9,3
deposit,B1,4.24,7,3
deposit,B2,4.24,7,3
depressed,B1,4.14,9,2
depressing,B1,3.83,10,3
depression,B1,4.56,10,3
deprive,B1,3.19,7,2
depth,B1,4.55,5,1
deputy,B2,4.55,6,3
derive,B1,3.51,6,2
descend,B2,3.51,7,2
describe,A1,4.56,8,2
description,A2,4.73,11,3
descriptive,B2,3.54,11,3
deserve,B1,4.59,7,2
design,A1,5.17,6,2
design,B1,5.17,6,2
designer,B2,4.42,8,3
designer,B1,4.42,8,3
desirable,B2,3.85,9,4
desire,B1,4.61,6,3
desire,B2,4.61,6,3
desk,A1,4.43,4,1
desktop,B2,3.93,7,2
desolation,B2,3.03,10,4
despair,B1,3.82,7,2
desperate,B1,4.32,9,2
desperately,B2,3.98,11,4
desperation,B2,3.55,11,4
despise,B2,3.5,7,2
despite,B1,5.0,7,2
dessert,A2,3.83,7,2
destination,B1,4.24,11,4
destiny,B2,4.19,7,3
destroy,A2,4.52,7,2
destruction,B1,4.36,11,3
destructive,B1,3.89,11,3
detach,B2,2.99,6,2
detachment,B2,3.46,10,3
detail,A2,4.57,6,2
detailed,B2,4.51,8,2
detect,B2,4.05,6,2
detective,B1,4.21,9,3
determination,B1,4.16,13,5
determine,B1,4.63,9,3
determined,B2,4.64,10,3
determiner,B2,2.14,10,4
devastate,B1,2.62,9,3
devastating,B1,3.85,11,4
develop,A2,4.75,7,3
developed,A2,4.95,9,3
developing,B2,4.66,10,4
development,B1,5.31,11,4
device,B1,4.67,6,2
devil,B2,4.3,5,2
devote,B2,3.53,6,2
devoted,B2,4.18,7,3
devotion,B1,3.73,8,3
diagram,B1,3.85,7,3
dialog/dialogue,B1,3.4,15,5
diameter,B1,4.08,8,4
diamond,A2,4.42,7,2
diaper,B1,3.49,6,2
diarrhea/diarrhoea,B2,2.91,18,6
diary,A2,4.09,5,3
dictator,B2,3.66,8,3
dictionary,A1,4.02,10,4
did,A1,5.96,3,1
die,A2,5.07,3,1
diet,A2,4.57,4,2
differ,B1,4.03,6,2
difference,A1,5.01,10,3
different,A1,5.59,9,3
differently,A2,4.23,11,3
difficult,A1,5.07,9,3
difficulty,A2,4.33,10,4
dig,A1,4.22,3,1
dig,B1,4.22,3,1
digest,B2,3.71,6,2
digital,B1,4.83,7,3
digital camera,A2,4.55,14,6
dignify,B2,2.34,7,3
dignity,B2,4.02,7,3
dilemma,B2,3.73,7,3
diligence,B1,3.51,9,3
diligent,B1,3.23,8,3
dim,B2,3.62,3,1
dime,B2,3.66,4,1
dimension,B2,4.02,9,3
dining room,A1,4.12,11,3
dinner,A1,4.78,6,2
dinosaur,A2,3.77,8,3
dioxide,B1,3.81,7,3
dip,B2,4.05,3,1
diphtheria,B2,2.65,10,4
diploma,B2,3.76,7,3
diplomat,B2,3.69,8,3
direct,A2,4.91,6,2
direct,B1,4.91,6,2
directly,B1,4.9,8,3
director,A2,5.15,8,3
dirt,B1,4.24,4,1
dirty,A1,4.55,5,2
disability,B1,4.21,10,5
disable,B1,3.52,7,3
disabled,B1,4.29,8,3
disadvantage,A2,3.71,12,4
disagree,A2,4.09,8,3
disagreement,B1,3.66,12,4
disappear,A2,4.09,9,3
disappearance,B2,3.74,13,4
disappoint,B1,3.67,10,3
disappointed,A2,4.42,12,4
disappointing,A2,4.02,13,4
disappointment,B1,4.01,14,4
disapproval,B2,3.28,11,4
disapprove,B2,3.12,10,3
disaster,B1,4.39,8,3
disastrous,B1,3.68,10,3
disc jockey/disk jockey,B1,3.15,23,6
discharge,B2,3.93,9,2
disciple,B2,3.38,8,3
discipline,B2,4.23,10,3
disco,A2,3.78,5,2
discomfort,B1,3.65,10,3
disconnect,B2,3.46,10,3
discount,B1,4.35,8,2
discourage,B1,3.57,10,3
discover,A2,4.39,8,3
discovery,B1,4.45,9,4
discredit,B2,3.36,9,3
discriminate,B2,3.51,12,4
discrimination,B1,4.31,14,5
discuss,A1,4.66,7,2
discussion,A2,4.71,10,3
disease,B1,4.9,7,2
disgrace,B2,3.73,8,2
disguise,B2,3.72,8,2
disguise,B2,3.72,8,2
disgusting,B1,4.23,10,3
dish,A1,4.21,4,1
